tpr,fpr,auc,clf,fold,f1,prec,rec
0.632,0.014084507042253521,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.632,0.015090543259557344,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.68,0.015090543259557344,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.68,0.01609657947686117,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.688,0.01609657947686117,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.688,0.018108651911468814,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.696,0.018108651911468814,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.696,0.019114688128772636,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.704,0.019114688128772636,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.704,0.02112676056338028,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.712,0.02112676056338028,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.712,0.022132796780684104,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.728,0.022132796780684104,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.728,0.023138832997987926,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.744,0.023138832997987926,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.744,0.02414486921529175,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.752,0.02414486921529175,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.752,0.025150905432595575,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.768,0.025150905432595575,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.768,0.026156941649899398,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.8,0.026156941649899398,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.8,0.02716297786720322,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.824,0.02716297786720322,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.824,0.029175050301810865,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.832,0.029175050301810865,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.832,0.03420523138832998,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.84,0.03420523138832998,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.84,0.03722334004024145,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.856,0.03722334004024145,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.856,0.04024144869215292,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.864,0.04024144869215292,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.864,0.05432595573440644,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.88,0.05432595573440644,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.88,0.06338028169014084,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.888,0.06338028169014084,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.888,0.06639839034205232,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.896,0.06639839034205232,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.896,0.0744466800804829,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.912,0.0744466800804829,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.912,0.07847082494969819,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.92,0.07847082494969819,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.92,0.08450704225352113,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.928,0.08450704225352113,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.928,0.0875251509054326,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.936,0.0875251509054326,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.936,0.09054325955734406,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.944,0.09054325955734406,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.944,0.09154929577464789,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.952,0.09154929577464789,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.952,0.09456740442655935,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.968,0.09456740442655935,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.968,0.11267605633802817,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.976,0.11267605633802817,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.976,0.1488933601609658,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.984,0.1488933601609658,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.984,0.23843058350100604,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.992,0.23843058350100604,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.992,0.2454728370221328,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.992,0.24748490945674045,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.992,0.358148893360161,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.358148893360161,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.37122736418511065,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.3732394366197183,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.43661971830985913,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.4386317907444668,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.48893360160965793,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.4949698189134809,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.5352112676056338,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.5422535211267606,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.613682092555332,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.6156941649899397,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.6428571428571429,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.6448692152917505,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.6509054325955734,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.6649899396378269,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.6690140845070423,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.7012072434607646,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.7032193158953722,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.704225352112676,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.7263581488933601,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.7716297786720322,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.7736418511066399,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.8480885311871227,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.8501006036217303,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,1.0,0.9760724346076459,ez_ens,1,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.0,0.0,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.008,0.0,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.12,0.0,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.12,0.0010070493454179255,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.208,0.0010070493454179255,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.208,0.002014098690835851,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.288,0.002014098690835851,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.288,0.004028197381671702,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.296,0.004028197381671702,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.296,0.007049345417925478,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.304,0.007049345417925478,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.304,0.011077542799597181,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.32,0.011077542799597181,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.32,0.013091641490433032,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.328,0.013091641490433032,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.328,0.014098690835850957,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.352,0.014098690835850957,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.352,0.015105740181268883,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.36,0.015105740181268883,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.36,0.016112789526686808,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.392,0.016112789526686808,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.392,0.017119838872104734,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.4,0.017119838872104734,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.4,0.01812688821752266,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.408,0.01812688821752266,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.408,0.019133937562940583,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.424,0.019133937562940583,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.456,0.019133937562940583,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.456,0.02014098690835851,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.464,0.02014098690835851,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.464,0.026183282980866064,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.48,0.026183282980866064,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.48,0.028197381671701913,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.488,0.028197381671701913,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.488,0.030211480362537766,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.52,0.030211480362537766,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.52,0.032225579053373615,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.528,0.032225579053373615,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.544,0.032225579053373615,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.56,0.032225579053373615,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.56,0.03423967774420947,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.6,0.03423967774420947,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.6,0.035246727089627394,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.608,0.035246727089627394,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.608,0.03625377643504532,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.632,0.03625377643504532,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.632,0.03726082578046324,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.648,0.03726082578046324,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.648,0.03927492447129909,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.664,0.03927492447129909,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.664,0.04028197381671702,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.672,0.04028197381671702,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.672,0.041289023162134945,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.688,0.041289023162134945,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.688,0.045317220543806644,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.696,0.045317220543806644,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.696,0.04632426988922457,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.704,0.04632426988922457,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.704,0.0473313192346425,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.72,0.0473313192346425,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.72,0.04833836858006042,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.736,0.04833836858006042,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.736,0.04934541792547835,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.744,0.04934541792547835,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.744,0.050352467270896276,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.752,0.050352467270896276,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.752,0.05236656596173213,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.76,0.05236656596173213,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.76,0.0553877139979859,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.784,0.0553877139979859,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.784,0.05639476334340383,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.8,0.05639476334340383,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.8,0.05740181268882175,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.816,0.05740181268882175,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.816,0.06042296072507553,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.832,0.06042296072507553,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.832,0.06143001007049345,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.84,0.06143001007049345,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.84,0.06243705941591138,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.848,0.06243705941591138,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.848,0.0634441087613293,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.856,0.0634441087613293,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.856,0.06646525679758308,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.872,0.06646525679758308,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.872,0.06847935548841894,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.88,0.06847935548841894,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.88,0.07049345417925479,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.888,0.07049345417925479,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.888,0.07452165156092648,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.896,0.07452165156092648,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.896,0.08257804632426989,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.904,0.08257804632426989,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.904,0.08358509566968782,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.92,0.08358509566968782,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.92,0.08962739174219536,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.936,0.08962739174219536,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.936,0.09768378650553877,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.944,0.09768378650553877,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.944,0.11178247734138973,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.952,0.11178247734138973,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.952,0.12588116817724068,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.96,0.12588116817724068,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.96,0.13494461228600202,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.968,0.13494461228600202,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.968,0.14501510574018128,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.976,0.14501510574018128,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.976,0.15911379657603222,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.976,0.16112789526686808,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.976,0.1903323262839879,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.976,0.19234642497482377,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.976,0.19536757301107754,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.976,0.1973816717019134,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.976,0.22356495468277945,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.984,0.22356495468277945,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.984,0.3252769385699899,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.992,0.3252769385699899,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.992,0.3333333333333333,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.992,0.33534743202416917,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
0.992,0.3726082578046324,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.3726082578046324,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.4108761329305136,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.41289023162134947,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.4390735146022155,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.4420946626384693,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.44914400805639476,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.4511581067472306,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.459214501510574,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.4622356495468278,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.473313192346425,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
1.0,0.47532729103726085,0.9618207452165156,ez_ens,2,0.6987242394504416,0.5527950310559007,0.9493333333333334
